Title,Character,Max Level,SA Level,Rarity,Type,ID,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Transforms Into,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,Active Skill Name,Active Skill,Activation Condition,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Earth-Shaking Super Power,Cell (Perfect Form),120,10,UR,Extreme INT,11789,"[""Boost Category"", ""Boost Type"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","""Androids-Cell Saga"" Category Ki +3, HP & ATK +130% and DEF +150%;<br/>or<br/>Extreme_INT Type Ki +2 and HP, ATK & DEF +110%",Perfect Attack,Causes immense damage to enemy and greatly lowers DEF[1],Meaning of the Game,"ATK & DEF +70%; raises DEF by up to 70% (the more HP remaining, the greater the DEF boost); plus an additional Ki +1 and ATK +15% per existing enemy","[""Gentleman Lv 1: Ki +2Lv 10: Ki +2 and DEF +10%"", ""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Ultimate Lifeform Lv 1: Ki +2Lv 10: Ki +2, recovers 3% HP and ATK & DEF +10%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Androids"", ""Transformation Boost"", ""Time Travelers"", ""Artificial Life Forms"", ""Androids/Cell Saga"", ""Target: Goku"", ""Power Absorption"", ""Sworn Enemies""]","[""3061"", ""10100"", ""12100"", ""15100""]","[""2747"", ""9068"", ""11068"", ""14068""]","[""1493"", ""4928"", ""6928"", ""9928""]",,,,,,,,,,,,,,,,,,,,,,,,,
The True Value of Perfect Form,Cell (Perfect Form),150,20,LR,Extreme INT,11790,"[""Boost Category"", ""Boost Type"", ""Diverse Super Attack"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Transformation""]","""Androids-Cell Saga"" Category Ki +4, HP & ATK +150% and DEF +170%;<br/>or<br/>Extreme_INT Type Ki +3 and HP, ATK & DEF +120%",Perfect Attack,Causes colossal damage to enemy and greatly lowers DEF[1],A Serious Game,"ATK & DEF +80%; raises DEF by up to 80% (the more HP remaining, the greater the DEF boost); plus an additional Ki +1 and ATK +20% per existing enemy; Evolve when conditions are met","[""Gentleman Lv 1: Ki +2Lv 10: Ki +2 and DEF +10%"", ""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Ultimate Lifeform Lv 1: Ki +2Lv 10: Ki +2, recovers 3% HP and ATK & DEF +10%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Resurrected Warriors"", ""Full Power"", ""Androids"", ""Transformation Boost"", ""Time Travelers"", ""Artificial Life Forms"", ""Androids/Cell Saga"", ""Kamehameha"", ""Target: Goku"", ""Revenge"", ""Power Absorption"", ""Miraculous Awakening"", ""Planetary Destruction"", ""Sworn Enemies""]","[""5893"", ""19450"", ""21450"", ""24450""]","[""4525"", ""14935"", ""16935"", ""19935""]","[""2797"", ""9231"", ""11231"", ""14231""]",41791,,,,,,,,Evolution,Evolve when HP is 30% or less,,,, Kamehameha,Greatly raises ATK for 1 turn[2] and causes mega-colossal damage to enemy,,,,,,,,,,
The True Value of Perfect Form,Perfect Cell,150,20,LR,Extreme INT,41791,"[""Boost Category"", ""Boost Type"", ""Diverse Super Attack"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Recovery""]","""Androids-Cell Saga"" Category Ki +4, HP & ATK +150% and DEF +170%;<br/>or<br/>Extreme_INT Type Ki +3 and HP, ATK & DEF +120%",Perfect Shot,Causes colossal damage to enemy and massively lowers DEF[1],Impeccable,"Fully recovers HP (once only); Ki +4 and ATK & DEF +120%; ATK & DEF +20% when attacking with 4 or more Ki Spheres obtained, plus an additional ATK & DEF +20% with 6 or more Ki Spheres obtained and an additional ATK +20% with 8 or more Ki Spheres obtained","[""Revival Lv 1: Ki +2Lv 10: Ki +2; ATK & DEF +5% and recovers 5% HP when HP is 50% or less"", ""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Ultimate Lifeform Lv 1: Ki +2Lv 10: Ki +2, recovers 3% HP and ATK & DEF +10%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Resurrected Warriors"", ""Full Power"", ""Androids"", ""Transformation Boost"", ""Time Travelers"", ""Artificial Life Forms"", ""Androids/Cell Saga"", ""Kamehameha"", ""Target: Goku"", ""Revenge"", ""Power Absorption"", ""Miraculous Awakening"", ""Planetary Destruction"", ""Sworn Enemies""]","[""5893"", ""19450"", ""21450"", ""24450""]","[""4525"", ""14935"", ""16935"", ""19935""]","[""2797"", ""9231"", ""11231"", ""14231""]",,,,,,,,,,,,,, Perfect Death Beam,Causes mega-colossal damage to enemy and lowers ATK & DEF[2],Solar Kamehameha,"Greatly raises ATK temporarily[3], causes ultimate damage to enemy and massively lowers DEF[1]",Can be activated when facing only 1 enemy starting from the 3rd turn after Evolution (once only),,,,,,,
Lethal Android,Android #17 (Future),120,10,UR,Extreme TEQ,11793,"[""Additional Attack"", ""Boost Category"", ""Category Matchup"", ""Critical Hit"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Androids"" Category Ki +3 and HP, ATK & DEF +50%",Power Blitz,Raises ATK & DEF[1] and causes supreme damage to enemy,Our Pleasure,"ATK & DEF +70%; plus an additional ATK & DEF +70% and medium chance[2] of performing a critical hit when your team has ""Android 18 (disambiguation)"" attacking in the same turn; launches an additional Super Attack when there is a ""Hybrid Saiyans"" Category enemy","[""Organic Upgrade Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Future Saga"", ""Androids"", ""Siblings' Bond"", ""Androids/Cell Saga""]","[""2611"", ""8615"", ""9815"", ""11375""]","[""2240"", ""7394"", ""8594"", ""10634""]","[""1062"", ""3506"", ""4706"", ""6506""]",,,,,,,,,,,,,,,,,,,,,,,,,
Destructive Android,Android #18 (Future),120,10,UR,Extreme STR,11795,"[""Additional Attack"", ""Boost Category"", ""Category Matchup"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Siblings' Bond"" Category Ki +3 and HP, ATK & DEF +50%",Energy Wave,Raises ATK & DEF[1] and causes supreme damage to enemy,I Hate Humans,"ATK & DEF +70%; plus an additional ATK & DEF +70% and medium chance[2] of evading enemy's attack (including Super Attack) when your team has ""Android 17 (disambiguation)"" attacking in the same turn; launches an additional Super Attack when there is a ""Hybrid Saiyans"" Category enemy","[""Organic Upgrade Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Battlefield Diva Lv 1: Ki +2Lv 10: Ki +3 and chance of evading enemy's attack (including Super Attack) +5%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Peppy Gals"", ""Future Saga"", ""Androids"", ""Siblings' Bond"", ""Androids/Cell Saga""]","[""2681"", ""8849"", ""10049"", ""11849""]","[""1996"", ""6584"", ""7784"", ""9824""]","[""1333"", ""4402"", ""5602"", ""7162""]",,,,,,,,,,,,,,,,,,,,,,,,,
Ferocious Saiyan Prince,Super Saiyan Vegeta,120,10,UR,Super STR,11796,"[""Boost All"", ""Lower DEF"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","All Types Ki +3 and HP, ATK & DEF +40%",Big Bang Attack,"Greatly raises ATK & DEF for 1 turn[1], causes supreme damage to enemy and greatly lowers DEF[2]",Power Probe,ATK & DEF +120%; plus an additional ATK +20% with each attack received (up to 80%),"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Vegeta's Family"", ""Super Saiyans"", ""Worthy Rivals"", ""Androids/Cell Saga"", ""Battle of Wits"", ""Gifted Warriors"", ""Attained Evolution""]","[""2774"", ""9156"", ""10356"", ""12156""]","[""2464"", ""8133"", ""9333"", ""11373""]","[""1406"", ""4641"", ""5841"", ""7401""]",,,,,,,,,,,,,,,,,,,,,,,,,
Infinite Energy Assault,Androids #17 & #18,120,10,UR,Extreme PHY,11802,"[""Boost Category"", ""Boost Type"", ""Evasion"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Androids"" Category Ki +3 and HP, ATK & DEF +120%;<br/>or<br/>Extreme_PHY Type Ki +3 and HP, ATK & DEF +90%",Bloody Crash,Causes supreme damage to enemy and lowers ATK & DEF[1],The Androids' Strength,"Ki +1 and ATK & DEF +70%; rare chance[2] of evading enemy's attack (including Super Attack) when HP is 66% or more; ""Androids"" Category allies' Ki +1 and ATK +30%","[""Infinite Energy Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Solid Support Lv 1: ATK +10% and all enemies' DEF -15%Lv 10: ATK +15% and all enemies' DEF -20%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Soul vs Soul Lv 1: Weakens enemy's Regeneration; Ki +1Lv 10: Weakens enemy's Regeneration; Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Androids"", ""Joined Forces"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Target: Goku""]","[""3350"", ""11056"", ""13056"", ""16456""]","[""2786"", ""9195"", ""11195"", ""14195""]","[""1300"", ""4291"", ""6291"", ""8891""]",,,,,,,,,,,,,,,,,,,,,,,,,
The Androids' Journey,Androids #17 & #18/Android #16,150,20,LR,Extreme PHY,11803,"[""Boost Category"", ""Boost Type"", ""Category Matchup"", ""Diverse Super Attack"", ""Evasion"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Androids"" Category Ki +4 and HP, ATK & DEF +150%;<br/>or<br/>Extreme_PHY Type Ki +4 and HP, ATK & DEF +100%",Bloody Crash,Causes colossal damage to enemy and lowers ATK & DEF[1],The Androids' True Might,"Ki +1 and ATK & DEF +78%;  medium chance[2] of evading enemy's attack (including Super Attack) when HP is 66% or more; ""Androids"" Category allies' Ki +2 and ATK +40%","[""Infinite Energy Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Solid Support Lv 1: ATK +10% and all enemies' DEF -15%Lv 10: ATK +15% and all enemies' DEF -20%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Soul vs Soul Lv 1: Weakens enemy's Regeneration; Ki +1Lv 10: Weakens enemy's Regeneration; Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Androids"", ""Joined Forces"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Target: Goku""]","[""6473"", ""21363"", ""23363"", ""26763""]","[""4603"", ""15190"", ""17190"", ""20190""]","[""2410"", ""7956"", ""9956"", ""12556""]",41804,,,,,,,,Exchange,"Exchange with Android #16 for 3 turns; Can be activated when HP is 66% or less with another 2 or more ""Androids"" Category allies on the team, or can be activated at any time when facing an enemy whose name includes ""Cell"" (characters such as Cell Jr. excluded) (once only)",,,, Triple Annihilation,Causes mega-colossal damage to enemy and lowers ATK & DEF[1],Exchange,,,,,,,,,
The Androids' Journey,Android #16,150,20,LR,Extreme PHY,41804,"[""Additional Attack"", ""Boost Category"", ""Boost Type"", ""Category Matchup"", ""Critical Hit"", ""Debuff"", ""Diverse Super Attack"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Androids"" Category Ki +4 and HP, ATK & DEF +150%;<br/>or<br/>Extreme_PHY Type Ki +4 and HP, ATK & DEF +100%",Hell Flash,"Greatly raises DEF for 1 turn[1], causes colossal damage to enemy and lowers ATK & DEF[2]",Mysterious Power Revealed,"Ki +6 and ATK & DEF +200%; high chance[4] of performing a critical hit; launches an additional Super Attack when there is an ""Androids-Cell Saga"" Category enemy","[""Infinite Energy Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Solid Support Lv 1: ATK +10% and all enemies' DEF -15%Lv 10: ATK +15% and all enemies' DEF -20%"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Soul vs Soul Lv 1: Weakens enemy's Regeneration; Ki +1Lv 10: Weakens enemy's Regeneration; Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Androids"", ""Joined Forces"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Target: Goku""]","[""6473"", ""21363"", ""23363"", ""26763""]","[""4603"", ""15190"", ""17190"", ""20190""]","[""2410"", ""7956"", ""9956"", ""12556""]",,,,,,,,,,,,,, Triple Annihilation Max,Greatly raises ATK for 1 turn[3] and causes mega-colossal damage to enemy while sacrificing 6% HP,,,,,,,,,,
Magnificent Squadron,Thouser (Cooler's Armored Squad),120,10,UR,Extreme PHY,11806,"[""Additional Attack"", ""Boost Category"", ""Boost Type"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Terrifying Conquerors"" Category Ki +3 and HP, ATK & DEF +120%",Armored Scramble,Causes supreme damage to enemy and lowers ATK & DEF[1],Armored Squad's Power,"ATK & DEF +30% per ""Terrifying Conquerors"" Category ally on the team; launches 2 additional attacks, each of which has a rare chance[2] of becoming a Super Attack, when there is an ally whose name includes ""Cooler (disambiguation)"" (Cooler's Armored Squad excluded) on the team","[""Cooler's Armored Squad Lv 1: ATK +25%Lv 10: ATK & DEF +25%"", ""Cooler's Underling Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Joined Forces"", ""Terrifying Conquerors"", ""Target: Goku"", ""Special Pose"", ""Space-Traveling Warriors""]","[""2654"", ""8757"", ""10757"", ""14157""]","[""2802"", ""9248"", ""11248"", ""14248""]","[""1464"", ""4834"", ""6834"", ""9434""]",,,,,,,,,,,,,,,,,,,,,,,,,
 ,Horrifying Resurrection Perfect Cell,,,UR,Extreme PHY,11808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnificent Swordsmanship,Trunks (Teen),120,10,UR,Super PHY,11810,"[""Critical Hit"", ""Debuff"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)""]",PHY Type ATK +33% per PHY Ki Sphere obtained,Flash Blade,Massively raises ATK for 1 turn[1] and causes supreme damage to enemy while sacrificing 5% HP,Prompt Action,ATK & DEF +100%; plus an additional ATK +100% but DEF -50% when performing a Super Attack; chance of performing a critical hit +7% with each attack received (up to 35%),"[""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Future Saga"", ""Time Travelers"", ""Vegeta's Family"", ""Movie Heroes"", ""Bond of Master and Disciple"", ""Battle of Wits""]","[""2685"", ""8859"", ""10859"", ""14259""]","[""2752"", ""9084"", ""11084"", ""14084""]","[""1510"", ""4988"", ""6988"", ""9588""]",,,,,,,,,,,,,,,,,,,,,,,,,
Heroic Warrior,Gohan (Future),120,10,UR,Super INT,11812,"[""Boost Category"", ""Damage Reduction"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Transformation""]","""Bond of Master and Disciple"" or ""Hybrid Saiyans"" Category Ki +3, HP & ATK +170% and DEF +130%",Explosive Barrage,Greatly raises DEF for 1 turn[1] and causes immense damage to enemy,Tenacious Warrior,"ATK & DEF +100%; reduces damage received by 58% when HP is 58% or less; ""Bond of Master and Disciple"" Category allies' Ki +1 and ATK & DEF +30%; Transforms when conditions are met","[""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Experienced Fighters Lv 1: ATK +10%Lv 10: ATK +15%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Future Saga"", ""Transformation Boost"", ""Goku's Family"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Bond of Master and Disciple"", ""All-Out Struggle"", ""Connected Hope""]","[""3918"", ""12930"", ""14930"", ""17930""]","[""3837"", ""12664"", ""14664"", ""17664""]","[""1463"", ""4830"", ""6830"", ""9830""]",41813,,,,,,,,Transformation,"Transforms when HP is 58% or more with an ally whose name includes ""Trunks"" (Kid and GT excluded) on the team, starting from the 4th turn from the start of battle",,,,,,,,,,,,,,,
Heroic Warrior,Super Saiyan Gohan (Future),120,10,UR,Super INT,41813,"[""Additional Attack"", ""Boost Category"", ""Category Matchup"", ""Damage Reduction"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","""Bond of Master and Disciple"" or ""Hybrid Saiyans"" Category Ki +3, HP & ATK +170% and DEF +130%",Explosive Dance,Raises ATK[1] and causes immense damage to enemy,Rage Against Androids,"ATK +100%; reduces damage received by 58%; Ki +1 and ATK & DEF +30% per ""Bond of Master and Disciple"" Category ally attacking in the same turn; launches an additional Super Attack when there is an ""Androids"" Category enemy","[""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Experienced Fighters Lv 1: ATK +10%Lv 10: ATK +15%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Future Saga"", ""Transformation Boost"", ""Goku's Family"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Bond of Master and Disciple"", ""All-Out Struggle"", ""Connected Hope""]","[""3918"", ""12930"", ""14930"", ""17930""]","[""3837"", ""12664"", ""14664"", ""17664""]","[""1463"", ""4830"", ""6830"", ""9830""]",,,,,,,,,,,,,,,,,,,,,,,,,
Victor of the Future,Super Saiyan Trunks (Future),120,10,UR,Super TEQ,11815,"[""Boost Category"", ""Category Matchup"", ""Critical Hit"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","""Bond of Master and Disciple"" Category Ki +3 and HP, ATK & DEF +120%",Heat Dome Attack,Greatly raises ATK & DEF for 1 turn[1] and causes supreme damage to enemy,For Future Peace,"ATK & DEF +100%; Ki +3 plus an additional ATK & DEF +70% when there is an ally whose name includes ""Gohan (disambiguation)"" on the team; plus an additional Ki +6 and performs a critical hit when there is an ""Androids"" Category enemy; plus an additional ATK +70% when facing an enemy whose name includes ""Cell (disambiguation)"" (characters such as Cell Jr. excluded)","[""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Future Saga"", ""Time Travelers"", ""Vegeta's Family"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Bond of Master and Disciple"", ""Revenge"", ""Battle of Wits""]","[""2591"", ""8551"", ""10551"", ""13151""]","[""2790"", ""9207"", ""11207"", ""14607""]","[""1511"", ""4988"", ""6988"", ""9988""]",,,,,,,,,,,,,,,,,,,,,,,,,
